Price,Close,High,Low,Open,Volume
Ticker,TON11419-USD,TON11419-USD,TON11419-USD,TON11419-USD,TON11419-USD
Datetime,,,,,
2024-03-06 21:00:00+00:00,2.7023746967315674,2.7063469886779785,2.6970081329345703,2.7063469886779785,0
2024-03-06 22:00:00+00:00,2.686401605606079,2.702282667160034,2.682532787322998,2.702282667160034,0
2024-03-06 23:00:00+00:00,2.6841495037078857,2.697639226913452,2.6814520359039307,2.690176486968994,0
2024-03-07 00:00:00+00:00,2.725888252258301,2.725888252258301,2.6820099353790283,2.6820099353790283,453872
2024-03-07 01:00:00+00:00,2.71996808052063,2.727039098739624,2.7073304653167725,2.727039098739624,0
2024-03-07 02:00:00+00:00,2.708993911743164,2.725613832473755,2.708993911743164,2.7251882553100586,0
2024-03-07 03:00:00+00:00,2.721344232559204,2.7283239364624023,2.7052154541015625,2.7159814834594727,0
2024-03-07 04:00:00+00:00,2.736114978790283,2.736114978790283,2.713536024093628,2.718545913696289,0
2024-03-07 05:00:00+00:00,2.6875882148742676,2.7393100261688232,2.6875882148742676,2.7393100261688232,0
2024-03-07 06:00:00+00:00,2.689741373062134,2.708425998687744,2.6816561222076416,2.6816561222076416,0
2024-03-07 07:00:00+00:00,2.6851987838745117,2.7105743885040283,2.6851987838745117,2.701355457305908,253632
2024-03-07 08:00:00+00:00,2.697202444076538,2.7005715370178223,2.683547258377075,2.683547258377075,0
2024-03-07 09:00:00+00:00,2.7055516242980957,2.7055516242980957,2.688387632369995,2.6986725330352783,0
2024-03-07 10:00:00+00:00,2.6831398010253906,2.703209161758423,2.677128553390503,2.703209161758423,0
2024-03-07 11:00:00+00:00,2.6968860626220703,2.6968860626220703,2.6811130046844482,2.6835529804229736,0
2024-03-07 12:00:00+00:00,2.6943228244781494,2.700025796890259,2.685277223587036,2.697552442550659,0
2024-03-07 13:00:00+00:00,2.7100696563720703,2.7100696563720703,2.6889915466308594,2.6947269439697266,0
2024-03-07 14:00:00+00:00,2.7024433612823486,2.7317256927490234,2.698423385620117,2.718045949935913,0
2024-03-07 15:00:00+00:00,2.7135660648345947,2.7135660648345947,2.69274640083313,2.7029550075531006,0
2024-03-07 16:00:00+00:00,2.707146406173706,2.7251691818237305,2.7028322219848633,2.714662551879883,0
2024-03-07 17:00:00+00:00,2.7250375747680664,2.726083517074585,2.7127206325531006,2.7128443717956543,0
2024-03-07 18:00:00+00:00,2.739955186843872,2.739955186843872,2.719341516494751,2.7269604206085205,0
2024-03-07 19:00:00+00:00,2.743117094039917,2.745615243911743,2.736116409301758,2.74373197555542,604848
2024-03-07 20:00:00+00:00,2.7495172023773193,2.760943651199341,2.7488412857055664,2.7488412857055664,1943776
2024-03-07 21:00:00+00:00,2.7462480068206787,2.748542547225952,2.7379539012908936,2.748427629470825,432544
2024-03-07 22:00:00+00:00,2.7549374103546143,2.760572671890259,2.7420835494995117,2.746133804321289,0
2024-03-07 23:00:00+00:00,2.756671667098999,2.7643165588378906,2.756671667098999,2.760077476501465,0
2024-03-08 00:00:00+00:00,2.7397682666778564,2.75732421875,2.7347259521484375,2.756798505783081,0
2024-03-08 01:00:00+00:00,2.73397159576416,2.753952980041504,2.73397159576416,2.751209020614624,1044976
2024-03-08 02:00:00+00:00,2.722882032394409,2.7318828105926514,2.722882032394409,2.726564407348633,689472
2024-03-08 03:00:00+00:00,2.731095314025879,2.731095314025879,2.720689296722412,2.7240025997161865,276656
2024-03-08 04:00:00+00:00,2.7414400577545166,2.744126319885254,2.7297468185424805,2.731321334838867,681640
2024-03-08 05:00:00+00:00,2.742504119873047,2.744614601135254,2.7334847450256348,2.7393250465393066,0
2024-03-08 06:00:00+00:00,2.7765753269195557,2.7765753269195557,2.7453014850616455,2.7465007305145264,967296
2024-03-08 07:00:00+00:00,2.7815282344818115,2.7979683876037598,2.774071216583252,2.7750449180603027,11255880
2024-03-08 08:00:00+00:00,2.757183313369751,2.781778335571289,2.754077672958374,2.771925210952759,608656
2024-03-08 09:00:00+00:00,2.7625529766082764,2.801185369491577,2.7586469650268555,2.758955717086792,2609664
2024-03-08 10:00:00+00:00,2.752742052078247,2.779456853866577,2.752742052078247,2.7663533687591553,2315200
2024-03-08 11:00:00+00:00,2.7501633167266846,2.752826452255249,2.7422585487365723,2.742799758911133,1543112
2024-03-08 12:00:00+00:00,2.7612733840942383,2.7612733840942383,2.7414159774780273,2.7497048377990723,1126464
2024-03-08 13:00:00+00:00,2.7703516483306885,2.7703516483306885,2.7601122856140137,2.7629354000091553,1096608
2024-03-08 14:00:00+00:00,2.796060562133789,2.796060562133789,2.7704553604125977,2.7739195823669434,0
2024-03-08 15:00:00+00:00,2.7411794662475586,2.793243885040283,2.720766544342041,2.793243885040283,7697072
2024-03-08 16:00:00+00:00,2.7544503211975098,2.7553699016571045,2.698585033416748,2.7225053310394287,6505432
2024-03-08 17:00:00+00:00,2.790224552154541,2.7930104732513428,2.758329391479492,2.758329391479492,3295736
2024-03-08 18:00:00+00:00,2.7752304077148438,2.7903850078582764,2.773176670074463,2.7889292240142822,1629368
2024-03-08 19:00:00+00:00,2.7957143783569336,2.7957143783569336,2.7681965827941895,2.7819061279296875,1436008
2024-03-08 20:00:00+00:00,2.8067755699157715,2.8067755699157715,2.7906668186187744,2.8009190559387207,0
2024-03-08 21:00:00+00:00,2.8170247077941895,2.826709508895874,2.809109687805176,2.809109687805176,1217080
2024-03-08 22:00:00+00:00,2.8251898288726807,2.8334217071533203,2.815533399581909,2.815533399581909,890304
2024-03-08 23:00:00+00:00,2.843367338180542,2.843367338180542,2.8222010135650635,2.8222010135650635,1129192
2024-03-09 00:00:00+00:00,2.8017213344573975,2.867673873901367,2.8017213344573975,2.837939500808716,1869128
2024-03-09 01:00:00+00:00,2.8065168857574463,2.8065168857574463,2.784266233444214,2.8042240142822266,674720
2024-03-09 02:00:00+00:00,2.8293190002441406,2.8293190002441406,2.7999444007873535,2.8006811141967773,808640
2024-03-09 03:00:00+00:00,2.814946174621582,2.8247153759002686,2.813649892807007,2.823770523071289,0
2024-03-09 04:00:00+00:00,2.82889461517334,2.82889461517334,2.8156702518463135,2.816692590713501,0
2024-03-09 05:00:00+00:00,2.8368942737579346,2.8368942737579346,2.8266751766204834,2.832336187362671,691160
2024-03-09 06:00:00+00:00,2.864528179168701,2.864528179168701,2.836771249771118,2.836771249771118,702496
2024-03-09 07:00:00+00:00,2.8678693771362305,2.8819336891174316,2.8661999702453613,2.872814655303955,0
2024-03-09 08:00:00+00:00,2.8636016845703125,2.9016058444976807,2.8636016845703125,2.8673107624053955,2436752
2024-03-09 09:00:00+00:00,2.8688650131225586,2.887138605117798,2.8680169582366943,2.8680169582366943,0
2024-03-09 10:00:00+00:00,2.865618944168091,2.8747172355651855,2.8332314491271973,2.873170852661133,0
2024-03-09 11:00:00+00:00,2.8774142265319824,2.8806533813476562,2.8668320178985596,2.870978593826294,0
2024-03-09 12:00:00+00:00,2.9056243896484375,2.9056243896484375,2.879530429840088,2.8797826766967773,1217368
2024-03-09 13:00:00+00:00,2.890007734298706,2.9029853343963623,2.890007734298706,2.9027745723724365,2887392
2024-03-09 14:00:00+00:00,2.8601233959198,2.896805763244629,2.8601233959198,2.8966751098632812,147184
2024-03-09 15:00:00+00:00,2.883289337158203,2.8888072967529297,2.861771821975708,2.861771821975708,0
2024-03-09 16:00:00+00:00,2.865279197692871,2.883091926574707,2.862409830093384,2.883091926574707,0
2024-03-09 17:00:00+00:00,2.843233585357666,2.8686418533325195,2.840696334838867,2.864280939102173,0
2024-03-09 18:00:00+00:00,2.851850986480713,2.8587207794189453,2.8399059772491455,2.8399465084075928,0
2024-03-09 19:00:00+00:00,2.849562644958496,2.8585894107818604,2.848280906677246,2.848801374435425,0
2024-03-09 20:00:00+00:00,2.869401693344116,2.869401693344116,2.8459722995758057,2.8476953506469727,0
2024-03-09 21:00:00+00:00,2.8649260997772217,2.8754935264587402,2.857800245285034,2.8719918727874756,0
2024-03-09 22:00:00+00:00,2.866178035736084,2.873039484024048,2.866178035736084,2.873039484024048,0
2024-03-09 23:00:00+00:00,2.876666307449341,2.876666307449341,2.8630151748657227,2.8676233291625977,0
2024-03-10 00:00:00+00:00,2.856170415878296,2.880136013031006,2.8557443618774414,2.87882399559021,0
2024-03-10 01:00:00+00:00,2.8446555137634277,2.8641326427459717,2.8393280506134033,2.8586528301239014,0
2024-03-10 02:00:00+00:00,2.840733766555786,2.8480634689331055,2.8399925231933594,2.8460211753845215,0
2024-03-10 03:00:00+00:00,2.8449766635894775,2.8449766635894775,2.8389244079589844,2.8404290676116943,0
2024-03-10 04:00:00+00:00,2.8610129356384277,2.8610129356384277,2.8483006954193115,2.8503072261810303,9611176
2024-03-10 05:00:00+00:00,2.860875368118286,2.8637044429779053,2.858332633972168,2.858332633972168,0
2024-03-10 06:00:00+00:00,2.861470937728882,2.8630869388580322,2.856783151626587,2.860436201095581,0
2024-03-10 07:00:00+00:00,2.867490768432617,2.867490768432617,2.8563168048858643,2.8563168048858643,0
2024-03-10 08:00:00+00:00,2.872133255004883,2.8803036212921143,2.8630902767181396,2.8708527088165283,0
2024-03-10 09:00:00+00:00,2.8458144664764404,2.8750030994415283,2.8437793254852295,2.873865842819214,710928
2024-03-10 10:00:00+00:00,2.8520116806030273,2.8520116806030273,2.8391408920288086,2.8391408920288086,0
2024-03-10 11:00:00+00:00,2.842954158782959,2.854088068008423,2.842954158782959,2.8540356159210205,0
2024-03-10 12:00:00+00:00,2.828923225402832,2.8467156887054443,2.8184235095977783,2.8443024158477783,0
2024-03-10 13:00:00+00:00,2.8197133541107178,2.835050344467163,2.8197133541107178,2.8300366401672363,0
2024-03-10 14:00:00+00:00,2.796405792236328,2.8078975677490234,2.785384178161621,2.8078975677490234,0
2024-03-10 15:00:00+00:00,2.802495241165161,2.812295436859131,2.8007521629333496,2.8007521629333496,0
2024-03-10 16:00:00+00:00,2.8169100284576416,2.8260059356689453,2.80043363571167,2.80043363571167,0
2024-03-10 17:00:00+00:00,2.845551013946533,2.845551013946533,2.8149044513702393,2.8149044513702393,2935572
2024-03-10 18:00:00+00:00,2.8137059211730957,2.8312861919403076,2.8052914142608643,2.8301665782928467,3510504
2024-03-10 19:00:00+00:00,2.82025146484375,2.82025146484375,2.8106236457824707,2.8139443397521973,636556
2024-03-10 20:00:00+00:00,2.827348470687866,2.827348470687866,2.8139140605926514,2.824739694595337,1797440
2024-03-10 21:00:00+00:00,2.8352746963500977,2.8385934829711914,2.8297040462493896,2.8297040462493896,777948
2024-03-10 22:00:00+00:00,2.7981154918670654,2.8350186347961426,2.7981154918670654,2.8350186347961426,1848468
2024-03-10 23:00:00+00:00,2.8216681480407715,2.8216681480407715,2.788935661315918,2.788935661315918,2451820
2024-03-11 00:00:00+00:00,2.734495162963867,2.8217360973358154,2.734495162963867,2.8217360973358154,2308544
2024-03-11 01:00:00+00:00,2.7463483810424805,2.76461124420166,2.7323904037475586,2.749382257461548,2423472
2024-03-11 02:00:00+00:00,2.768231153488159,2.768231153488159,2.7487704753875732,2.7560677528381348,1836120
2024-03-11 03:00:00+00:00,2.781559705734253,2.781559705734253,2.765003204345703,2.7667696475982666,746080
2024-03-11 04:00:00+00:00,2.788236141204834,2.7911531925201416,2.7810606956481934,2.7810606956481934,0
2024-03-11 05:00:00+00:00,2.792015552520752,2.8052845001220703,2.792015552520752,2.7929413318634033,1206192
2024-03-11 06:00:00+00:00,2.8082516193389893,2.8082516193389893,2.783221483230591,2.795184373855591,1533480
2024-03-11 07:00:00+00:00,2.840752601623535,2.844635009765625,2.8196306228637695,2.8196306228637695,4241608
2024-03-11 08:00:00+00:00,2.8530452251434326,2.8534841537475586,2.8405680656433105,2.842557430267334,2456192
2024-03-11 09:00:00+00:00,2.8619978427886963,2.8619978427886963,2.849200487136841,2.849200487136841,0
2024-03-11 10:00:00+00:00,2.8792569637298584,2.883535861968994,2.8619325160980225,2.8636271953582764,2157456
2024-03-11 11:00:00+00:00,2.8883543014526367,2.899923324584961,2.871032476425171,2.871032476425171,1616520
2024-03-11 12:00:00+00:00,3.098006248474121,3.098006248474121,2.872788906097412,2.872788906097412,28123304
2024-03-11 13:00:00+00:00,3.0625996589660645,3.137476682662964,3.01470685005188,3.031644344329834,36114824
2024-03-11 14:00:00+00:00,3.1177141666412354,3.1180286407470703,3.0507936477661133,3.0507936477661133,11372736
2024-03-11 15:00:00+00:00,3.068737268447876,3.122588634490967,3.068737268447876,3.122588634490967,6798944
2024-03-11 16:00:00+00:00,3.1057350635528564,3.1233203411102295,3.0629043579101562,3.0629043579101562,8178256
2024-03-11 17:00:00+00:00,3.126262664794922,3.12975811958313,3.103532314300537,3.1103663444519043,1195056
2024-03-11 18:00:00+00:00,3.2774147987365723,3.2774147987365723,3.1316123008728027,3.1316123008728027,11399776
2024-03-11 19:00:00+00:00,3.2095017433166504,3.336082696914673,3.2095017433166504,3.27921986579895,16626960
2024-03-11 20:00:00+00:00,3.254455804824829,3.254455804824829,3.2108964920043945,3.220829725265503,5302592
2024-03-11 21:00:00+00:00,3.3071444034576416,3.341747283935547,3.264899969100952,3.264899969100952,6067648
2024-03-11 22:00:00+00:00,3.3112924098968506,3.3198137283325195,3.291611433029175,3.314379930496216,1558096
2024-03-11 23:00:00+00:00,3.3142588138580322,3.3218541145324707,3.2951321601867676,3.3218541145324707,1460528
2024-03-12 00:00:00+00:00,3.355724334716797,3.3646438121795654,3.268829345703125,3.2835452556610107,4368432
2024-03-12 01:00:00+00:00,3.4087228775024414,3.4087228775024414,3.3326761722564697,3.338834762573242,2451152
2024-03-12 02:00:00+00:00,3.4167561531066895,3.4485137462615967,3.366093397140503,3.4485137462615967,5522768
2024-03-12 03:00:00+00:00,3.5163259506225586,3.580922842025757,3.4895224571228027,3.4898409843444824,25065408
2024-03-12 04:00:00+00:00,3.66487455368042,3.66487455368042,3.463383436203003,3.4819352626800537,17012400
2024-03-12 05:00:00+00:00,3.763185501098633,3.763185501098633,3.6850602626800537,3.685915946960449,19344736
2024-03-12 06:00:00+00:00,3.757613182067871,3.778456211090088,3.714297294616699,3.778456211090088,22497760
2024-03-12 07:00:00+00:00,3.6428141593933105,3.8980090618133545,3.620166301727295,3.758953332901001,21861760
2024-03-12 08:00:00+00:00,3.5241785049438477,3.6589813232421875,3.5241785049438477,3.6589813232421875,12095776
2024-03-12 09:00:00+00:00,3.5646793842315674,3.6177165508270264,3.544947624206543,3.550253391265869,7624448
2024-03-12 10:00:00+00:00,3.5643320083618164,3.5966012477874756,3.5431790351867676,3.5431790351867676,5571648
2024-03-12 11:00:00+00:00,3.5647764205932617,3.6002917289733887,3.556652307510376,3.566650390625,3034848
2024-03-12 12:00:00+00:00,3.6142287254333496,3.6142287254333496,3.5462446212768555,3.5827205181121826,0
2024-03-12 13:00:00+00:00,3.722409248352051,3.722409248352051,3.6113619804382324,3.6113619804382324,0
2024-03-12 14:00:00+00:00,3.657259702682495,3.7533414363861084,3.657259702682495,3.7429497241973877,0
2024-03-12 15:00:00+00:00,3.6263046264648438,3.6452624797821045,3.595186233520508,3.60292387008667,2916288
2024-03-12 16:00:00+00:00,3.6035706996917725,3.669736623764038,3.58992862701416,3.6358413696289062,2727136
2024-03-12 17:00:00+00:00,3.641131639480591,3.6438591480255127,3.5297093391418457,3.589045524597168,7858880
2024-03-12 18:00:00+00:00,3.7649710178375244,3.7649710178375244,3.650606632232666,3.6789116859436035,0
2024-03-12 19:00:00+00:00,3.7729549407958984,3.7776694297790527,3.724836826324463,3.758490800857544,0
2024-03-12 20:00:00+00:00,3.7722394466400146,3.8098292350769043,3.7505717277526855,3.7846219539642334,21472
2024-03-12 21:00:00+00:00,3.8123996257781982,3.830242156982422,3.7656986713409424,3.7656986713409424,0
2024-03-12 22:00:00+00:00,3.8838744163513184,3.8838744163513184,3.796117067337036,3.8109211921691895,2277152
2024-03-12 23:00:00+00:00,4.101355075836182,4.161176681518555,3.8930180072784424,3.8930180072784424,23522080
2024-03-13 00:00:00+00:00,4.130008220672607,4.130008220672607,4.047884464263916,4.057609558105469,10378688
2024-03-13 01:00:00+00:00,4.281156063079834,4.339603424072266,4.167464256286621,4.172764778137207,18017216
2024-03-13 02:00:00+00:00,4.425644397735596,4.425644397735596,4.295470237731934,4.295470237731934,10799168
2024-03-13 03:00:00+00:00,4.377119064331055,4.4170355796813965,4.349424362182617,4.408548355102539,0
2024-03-13 04:00:00+00:00,4.4802117347717285,4.494500637054443,4.394144058227539,4.424685478210449,5701536
2024-03-13 05:00:00+00:00,4.32974910736084,4.461302757263184,4.29018497467041,4.461302757263184,22050848
2024-03-13 06:00:00+00:00,4.239415168762207,4.34230375289917,4.239415168762207,4.339785099029541,2359392
2024-03-13 07:00:00+00:00,4.388945579528809,4.4294891357421875,4.237771034240723,4.246148586273193,7877472
2024-03-13 08:00:00+00:00,4.290186882019043,4.40336275100708,4.279369354248047,4.3957438468933105,0
2024-03-13 09:00:00+00:00,4.266844749450684,4.307961940765381,4.266844749450684,4.28624153137207,19470080
2024-03-13 10:00:00+00:00,4.341158866882324,4.341158866882324,4.249643325805664,4.249643325805664,12430048
2024-03-13 11:00:00+00:00,4.3901143074035645,4.3901143074035645,4.28849983215332,4.345211029052734,15231392
2024-03-13 12:00:00+00:00,4.329077243804932,4.3956122398376465,4.3081865310668945,4.383459568023682,9497856
2024-03-13 13:00:00+00:00,4.357685089111328,4.4263715744018555,4.324714183807373,4.324965476989746,4734048
2024-03-13 14:00:00+00:00,4.356464862823486,4.516535758972168,4.356464862823486,4.388134002685547,3157152
2024-03-13 15:00:00+00:00,4.450810432434082,4.450810432434082,4.333573341369629,4.350501537322998,14748576
2024-03-13 16:00:00+00:00,4.456387519836426,4.520839691162109,4.41968297958374,4.487577438354492,9448608
2024-03-13 17:00:00+00:00,4.438607215881348,4.438607215881348,4.377474308013916,4.437679290771484,13914880
2024-03-13 18:00:00+00:00,4.464676856994629,4.498292446136475,4.45816707611084,4.477283000946045,2888384
2024-03-13 19:00:00+00:00,4.383983612060547,4.451345443725586,4.383983612060547,4.450884819030762,0
2024-03-13 20:00:00+00:00,4.355438232421875,4.417157173156738,4.342517852783203,4.385690212249756,15998592
2024-03-13 21:00:00+00:00,4.362733364105225,4.36325216293335,4.3233819007873535,4.354254245758057,12269600
2024-03-13 22:00:00+00:00,4.27853536605835,4.359744071960449,4.27853536605835,4.359744071960449,6443936
2024-03-13 23:00:00+00:00,4.322534084320068,4.3267011642456055,4.27970552444458,4.27970552444458,0
2024-03-14 00:00:00+00:00,4.314113616943359,4.353860378265381,4.302143573760986,4.317913055419922,0
2024-03-14 01:00:00+00:00,4.268166542053223,4.308614730834961,4.241874694824219,4.308614730834961,0
2024-03-14 02:00:00+00:00,4.140134334564209,4.286818504333496,4.140134334564209,4.286818504333496,0
2024-03-14 03:00:00+00:00,4.0883708000183105,4.137141704559326,4.082740783691406,4.137141704559326,0
2024-03-14 04:00:00+00:00,4.085350513458252,4.103777885437012,4.049802780151367,4.103777885437012,0
2024-03-14 05:00:00+00:00,4.091666221618652,4.091735363006592,4.055854320526123,4.08240270614624,0
2024-03-14 06:00:00+00:00,4.081362724304199,4.100590229034424,4.04541015625,4.080237865447998,0
2024-03-14 07:00:00+00:00,4.1913251876831055,4.1913251876831055,4.066623687744141,4.074462413787842,0
2024-03-14 08:00:00+00:00,4.175410747528076,4.227932929992676,4.175410747528076,4.21461296081543,6082336
2024-03-14 09:00:00+00:00,4.272960662841797,4.272960662841797,4.172741889953613,4.172741889953613,0
2024-03-14 10:00:00+00:00,4.279147624969482,4.2881178855896,4.236553192138672,4.2694220542907715,0
2024-03-14 11:00:00+00:00,4.239597797393799,4.248448371887207,4.239597797393799,4.248448371887207,0
2024-03-14 12:00:00+00:00,4.311894416809082,4.322643756866455,4.260951995849609,4.260951995849609,0
2024-03-14 13:00:00+00:00,4.18442440032959,4.314177989959717,4.182369709014893,4.314177989959717,0
2024-03-14 14:00:00+00:00,4.164689064025879,4.2472968101501465,4.156464099884033,4.2472968101501465,0
2024-03-14 15:00:00+00:00,4.0975823402404785,4.133662700653076,4.067671775817871,4.133662700653076,0
2024-03-14 16:00:00+00:00,4.104930877685547,4.115924835205078,4.049935340881348,4.063303470611572,0
2024-03-14 17:00:00+00:00,4.064208984375,4.111381530761719,4.064208984375,4.098414421081543,0
2024-03-14 18:00:00+00:00,3.9234538078308105,4.0639567375183105,3.8937551975250244,4.0639567375183105,6421568
2024-03-14 19:00:00+00:00,3.903940200805664,3.925837993621826,3.805126428604126,3.925837993621826,4674624
2024-03-14 20:00:00+00:00,3.985394239425659,3.9908030033111572,3.923957586288452,3.923957586288452,0
2024-03-14 21:00:00+00:00,4.001815319061279,4.001815319061279,3.9643702507019043,3.9643702507019043,0
2024-03-14 22:00:00+00:00,4.040719509124756,4.044355869293213,4.015720367431641,4.015720367431641,0
2024-03-14 23:00:00+00:00,4.030996322631836,4.054276943206787,4.030996322631836,4.048165798187256,0
2024-03-15 00:00:00+00:00,4.03035831451416,4.076309680938721,4.03035831451416,4.034037113189697,0
2024-03-15 01:00:00+00:00,3.964569568634033,3.9992339611053467,3.952333927154541,3.993428945541382,0
2024-03-15 02:00:00+00:00,3.8316588401794434,3.9665944576263428,3.8316588401794434,3.9665944576263428,0
2024-03-15 03:00:00+00:00,3.8264319896698,3.868023157119751,3.7210588455200195,3.868023157119751,0
2024-03-15 04:00:00+00:00,3.819404125213623,3.8392984867095947,3.752293348312378,3.7750935554504395,0
2024-03-15 05:00:00+00:00,3.7787117958068848,3.859005928039551,3.7787117958068848,3.8518521785736084,0
2024-03-15 06:00:00+00:00,3.8571228981018066,3.879772663116455,3.7873873710632324,3.7873873710632324,1524976
2024-03-15 07:00:00+00:00,3.885612964630127,3.9038617610931396,3.8468215465545654,3.8619561195373535,0
2024-03-15 08:00:00+00:00,3.6138269901275635,3.880176305770874,3.6138269901275635,3.880176305770874,0
2024-03-15 09:00:00+00:00,3.7072081565856934,3.7072389125823975,3.5641348361968994,3.5641348361968994,12632112
2024-03-15 10:00:00+00:00,3.696737051010132,3.71667218208313,3.696640729904175,3.712205648422241,0
2024-03-15 11:00:00+00:00,3.723925828933716,3.723925828933716,3.6547470092773438,3.6973702907562256,0
2024-03-15 12:00:00+00:00,3.7760796546936035,3.7760796546936035,3.735982656478882,3.7407543659210205,0
2024-03-15 13:00:00+00:00,3.8237321376800537,3.8237321376800537,3.7490406036376953,3.7490406036376953,0
2024-03-15 14:00:00+00:00,3.8904054164886475,3.8904054164886475,3.846679210662842,3.846679210662842,0
2024-03-15 15:00:00+00:00,3.8659868240356445,3.932804584503174,3.8370518684387207,3.9067227840423584,0
2024-03-15 16:00:00+00:00,3.8346128463745117,3.8514862060546875,3.8252623081207275,3.8318283557891846,0
2024-03-15 17:00:00+00:00,3.8709967136383057,3.8709967136383057,3.7975988388061523,3.8024375438690186,0
2024-03-15 18:00:00+00:00,3.964292049407959,3.964292049407959,3.867189407348633,3.867189407348633,0
2024-03-15 19:00:00+00:00,3.9518680572509766,4.060871124267578,3.9518680572509766,4.042068958282471,0
2024-03-15 20:00:00+00:00,3.8641574382781982,3.937744140625,3.8641574382781982,3.937744140625,0
2024-03-15 21:00:00+00:00,3.8801681995391846,3.884194850921631,3.8726062774658203,3.8726062774658203,0
2024-03-15 22:00:00+00:00,3.901668071746826,3.907040596008301,3.880143404006958,3.880143404006958,0
2024-03-15 23:00:00+00:00,3.8940389156341553,3.919309139251709,3.8940389156341553,3.905660629272461,0
2024-03-16 00:00:00+00:00,3.8443963527679443,3.911864757537842,3.8443963527679443,3.879293441772461,1390848
2024-03-16 01:00:00+00:00,3.833782196044922,3.8427364826202393,3.8305118083953857,3.835320234298706,0
2024-03-16 02:00:00+00:00,3.8057260513305664,3.8183517456054688,3.8028199672698975,3.8183517456054688,0
2024-03-16 03:00:00+00:00,3.7940542697906494,3.8125171661376953,3.787282705307007,3.787282705307007,0
2024-03-16 04:00:00+00:00,3.762977123260498,3.807960271835327,3.762977123260498,3.7822318077087402,0
2024-03-16 05:00:00+00:00,3.7240712642669678,3.738258123397827,3.702690362930298,3.738258123397827,0
2024-03-16 06:00:00+00:00,3.8047866821289062,3.8057403564453125,3.761003017425537,3.761003017425537,0
2024-03-16 07:00:00+00:00,3.8261847496032715,3.8261847496032715,3.8002676963806152,3.8100011348724365,0
2024-03-16 08:00:00+00:00,3.8285083770751953,3.838348388671875,3.8068654537200928,3.8101160526275635,0
2024-03-16 09:00:00+00:00,3.8121490478515625,3.837982177734375,3.81211256980896,3.827984094619751,0
2024-03-16 10:00:00+00:00,3.778585910797119,3.793102502822876,3.778585910797119,3.789994239807129,0
2024-03-16 11:00:00+00:00,3.747454881668091,3.757331371307373,3.7167632579803467,3.753927707672119,0
2024-03-16 12:00:00+00:00,3.6933963298797607,3.7325353622436523,3.692570924758911,3.7325353622436523,0
2024-03-16 13:00:00+00:00,3.6426944732666016,3.688558340072632,3.6426944732666016,3.687980890274048,0
2024-03-16 14:00:00+00:00,3.6044676303863525,3.6398253440856934,3.6044676303863525,3.624220371246338,0
2024-03-16 15:00:00+00:00,3.6948797702789307,3.6948797702789307,3.6392734050750732,3.6392734050750732,0
2024-03-16 16:00:00+00:00,3.6545965671539307,3.7151882648468018,3.650944232940674,3.6956708431243896,0
